見出し,見出し（説明）,分類,分類（説明）,日時,場所,対象,定員,費用,申込,問い合わせ,申込・問い合わせ,案内配布,受験資格,願書配布,URL1,URL2,Eメール1,Eメール2
アビリンピック2018,障害者の職業能力向上と雇用促進をめざした技能競技大会（喫茶サービス、ビルクリーニングなど6種目）,,,6月23日（土）10:00～16:00,ポリテクセンター和歌山（和歌山市）,4月1日現在、15歳以上で県内在住・在勤・在学の身体・知的・精神障害者,競技ごとに設定,,,,郵送、ファックスで所定の申込書（WEBサイトで配布）を5月21日までに高齢・障害・求職者雇用支援機構和歌山支部〒640-8483和歌山市園部1276電話073-462-6900ファックス073-462-6810,,,,http://www3.jeed.or.jp/wakayama/poly/index.html,,,
物品の購入等に係る競争入札参加資格申請,県が発注する物品購入等の入札に参加するために必要な資格審査申請を受付※現在資格を持つ方も更新申請が必要,,,,,,,,郵送、持参で5月1～31日の平日9:30～16:00に県庁総務事務集中課、振興局総務県民課（海草除く）、東牟婁振興局地域振興部串本地区駐在、県警察本部会計課問い合わせ：県庁総務事務集中課県ウェブサイトでも掲載 ※詳しくはWEBサイトを要確認 ,,,,,,https://www.pref.wakayama.lg.jp/prefg/120200/nyusatsu/bupin12.html,,,
６・７月開始の職業訓練受講生,就職に有利な専門知識や技能を修得,科目：(1)介護初級科(2)溶接加工科 (3)住環境計画科(4)電気設備技術科(5)OA事務科（初級）（障害者対象）(6)ビジネスパソコン基礎科(7)パソコン・総務経理事務科(8)パソコン基礎科(9)ビジネスパソコン科(10)OAパソコン基礎科(11)パソコン・総務経理実習科(12)介護職員実務者研修科,,,(1)～(5)和歌山市(6)和歌山市、新宮市(7)橋本市(8)海南市(9)有田市(10)御坊市(11)(12)田辺市,,,,,,ハローワーク（申込締切日あり）※詳しくはWEBサイトを要確認,,,,https://jsite.mhlw.go.jp/wakayama-roudoukyoku/home.html,,,
わかやまU・Iターン就職フェアin大阪,県内企業の人事担当者との面談会,,,6月3日（日）13:00～16:00,阪急グランドビル（大阪市,平成31年3月卒業予定の大学、短大、専門学校生、一般求職者,,,,県庁労働政策課 ,,,,,http://www.wakayama-uiturn.jp/,,,
わかやまテレワークフェア,先輩ワーカーとの交流会,,,(1)6月5日（火）10:00～12:00、13:00～15:00(2)6月6日（水）10:00～12:00、13:00～15:00,(1)情報交流センターBig・U（田辺市）(2)プラザホープ（和歌山市）,育児・介護・療養中で在宅就労を希望されている方など,各50名（先着順）,,,,郵送、電話、ファックス、Eメール、インターネットで所定の申込書（申込先、WEBサイトで配布）を5月31日までに県庁労働政策課ファックス073-422-5004Eメール　e0606001@pref.wakayama.lg.jp 県ウェブサイトでも掲載 ※一時保育は要予約,,,,https://www.pref.wakayama.lg.jp/prefg/060600/telework.html,,mailto:e0606001@pref.wakayama.lg.jp,
紀北青少年の家,〒649-7112　かつらぎ町中飯降1317-3電話0736-22-5530　ファックス0736-22-5531,ホタルのキャンプ ,ホタルの探索や観察、野外炊事など,6月9日（土）～10日（日）1泊2日,,小学3～6年生,30人（先着順）,"4,000円",5月26日まで,,,,,,http://www.kihokuseisyounen.com/ ,,,
白崎青少年の家 ,〒649-1123 由良町大引961-1電話0738-65-2351　ファックス0738-65-2352http://shirasaki.pya.jp/,古里の味作り（梅ジャム） ,梅ジャム作り、パン作り,6月24日（日）,,小学4年生以上または家族,10グループ（先着順）,"1,000円/人＋1,000円/グループ",6月10日まで,,,,,,http://shirasaki.pya.jp/ ,,,
白崎青少年の家 ,〒649-1123 由良町大引961-1電話0738-65-2351　ファックス0738-65-2352http://shirasaki.pya.jp/,夏の風物詩 ,竹筒流しそうめん、 クラフト作り,7月1日（日）,,,10家族（先着順）,"1,100円/人",6月17日まで,,,,,,http://shirasaki.pya.jp/ ,,,
白崎青少年の家 ,〒649-1123 由良町大引961-1電話0738-65-2351　ファックス0738-65-2352http://shirasaki.pya.jp/,古代探検隊 ,キャンプファイヤー、テント泊など,7月7日（土）～8日（日）1泊2日,,小学4年生以上または家族,30人（先着順）,"3,000～3,260円/人",5月8日～6月23日,,,,,,http://shirasaki.pya.jp/ ,,,
潮岬青少年の家,〒649-3502　串本町潮岬669電話0735-62-6045　ファックス0735-62-0182http://omoshiro-yh.com/,さつまいも苗植え＆じゃがいも堀り体験 ,,6月9日（土）～10日（日）1泊2日,,,30人（先着順）,"3～18歳4,600円 19歳以上5,120円",5月7～25日 ,,,,,,http://omoshiro-yh.com/,,,
危険物取扱者,,,,7月22日（日）9:30～,和歌山市、新宮市 （受験票で通知）,,,"甲種 6,500円、乙種 4,500円、丙種 3,600円",,,郵送（簡易書留）で5月29日～6月7日（インターネットは5月26日～6月4日17:00まで）に消防試験研究センター和歌山県支部 〒640-8137和歌山市吹上2-1-22 日赤会館6階,申込先、県庁危機管理・消防課、振興局総務県民課、市町村、消防本部,,,https://www.shoubo-shiken.or.jp/branch/29wakayama/,,,
県職員採用Ⅰ種・資格免許職職員,,,,6月24日（日）,,,,,,,5月25日までに電子申請で県人事委員会事務局※詳しくは試験案内を要確認県ウェブサイトでも掲載 ,,【Ⅰ種】(1)昭和58年4月2日～平成9年4月1日に生まれた方(2)平成9年4月2日以降に生まれた方で大学（短期大学を除く）の卒業生または平成31年3月末日までに卒業見込みの方など 【資格免許職】昭和54年4月2日以降に生まれた方で、試験区分ごとに定める資格免許取得者か、取得見込みの方,,https://www.pref.wakayama.lg.jp/prefg/210100/annai.html,,,
県公立学校教員採用検査,,,,1次 6月下旬～7月下旬 2次 8月下旬 ,紀北地方、紀南地方,,,,,,県教育庁学校人事課※詳しくは検査実施要項を要確認県ウェブサイトでも掲載 ,,昭和34年4月2日以降に生まれ、各校種・教科ごとの要件を満たす方,申込先、各市町村教育委員会など,https://www.pref.wakayama.lg.jp/prefg/500800/saiyou/top.html,,,
